province,male,agegroup,income,education,n,cell_prop_of_division_total
Quebec,0,ages45to54,"$25,000 to $49,999",Degree above Bachelor's,3,8.136696501220504e-4
Quebec,0,ages45to54,"$50,000 to $74,999",No Highschool,1,2.7122321670735016e-4
Quebec,0,ages45to54,"$50,000 to $74,999",Completed Highschool,5,0.0013561160835367507
Quebec,0,ages45to54,"$50,000 to $74,999",Some College,25,0.0067805804176837535
Quebec,0,ages45to54,"$50,000 to $74,999",Some University,5,0.0013561160835367507
Quebec,0,ages45to54,"$50,000 to $74,999",Bachelor's Degree,11,0.0029834553837808516
Quebec,0,ages45to54,"$50,000 to $74,999",Degree above Bachelor's,5,0.0013561160835367507
Quebec,0,ages45to54,"$75,000 to $99,999",No Highschool,0,0
Quebec,0,ages45to54,"$75,000 to $99,999",Completed Highschool,2,5.424464334147003e-4
Quebec,0,ages45to54,"$75,000 to $99,999",Some College,13,0.003525901817195552
Quebec,0,ages45to54,"$75,000 to $99,999",Some University,2,5.424464334147003e-4
Quebec,0,ages45to54,"$75,000 to $99,999",Bachelor's Degree,17,0.004610794684024953
Quebec,0,ages45to54,"$75,000 to $99,999",Degree above Bachelor's,3,8.136696501220504e-4
Quebec,0,ages45to54,"$100,000 to $ 124,999",No Highschool,1,2.7122321670735016e-4
Quebec,0,ages45to54,"$100,000 to $ 124,999",Completed Highschool,0,0
Quebec,0,ages45to54,"$100,000 to $ 124,999",Some College,0,0
Quebec,0,ages45to54,"$100,000 to $ 124,999",Some University,1,2.7122321670735016e-4
Quebec,0,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,7,0.001898562516951451
Quebec,0,ages45to54,"$100,000 to $ 124,999",Degree above Bachelor's,4,0.0010848928668294006
Quebec,0,ages45to54,"$125,000 and more",No Highschool,2,5.424464334147003e-4
Quebec,0,ages45to54,"$125,000 and more",Completed Highschool,0,0
Quebec,0,ages45to54,"$125,000 and more",Some College,0,0
Quebec,0,ages45to54,"$125,000 and more",Some University,2,5.424464334147003e-4
Quebec,0,ages45to54,"$125,000 and more",Bachelor's Degree,2,5.424464334147003e-4
Quebec,0,ages45to54,"$125,000 and more",Degree above Bachelor's,2,5.424464334147003e-4
Quebec,1,ages45to54,"Less than $25,000",No Highschool,12,0.0032546786004882017
Quebec,1,ages45to54,"Less than $25,000",Completed Highschool,11,0.0029834553837808516
Quebec,1,ages45to54,"Less than $25,000",Some College,16,0.0043395714673176026
Quebec,1,ages45to54,"Less than $25,000",Some University,1,2.7122321670735016e-4
Quebec,1,ages45to54,"Less than $25,000",Bachelor's Degree,4,0.0010848928668294006
Quebec,1,ages45to54,"Less than $25,000",Degree above Bachelor's,5,0.0013561160835367507
Quebec,1,ages45to54,"$25,000 to $49,999",No Highschool,18,0.004882017900732303
Quebec,1,ages45to54,"$25,000 to $49,999",Completed Highschool,18,0.004882017900732303
Quebec,1,ages45to54,"$25,000 to $49,999",Some College,27,0.007323026851098454
Quebec,1,ages45to54,"$25,000 to $49,999",Some University,0,0
Quebec,1,ages45to54,"$25,000 to $49,999",Bachelor's Degree,14,0.003797125033902902
Quebec,1,ages45to54,"$25,000 to $49,999",Degree above Bachelor's,2,5.424464334147003e-4
Quebec,1,ages45to54,"$50,000 to $74,999",No Highschool,1,2.7122321670735016e-4
Quebec,1,ages45to54,"$50,000 to $74,999",Completed Highschool,18,0.004882017900732303
Quebec,1,ages45to54,"$50,000 to $74,999",Some College,25,0.0067805804176837535
Quebec,1,ages45to54,"$50,000 to $74,999",Some University,2,5.424464334147003e-4
Quebec,1,ages45to54,"$50,000 to $74,999",Bachelor's Degree,9,0.0024410089503661514
Quebec,1,ages45to54,"$50,000 to $74,999",Degree above Bachelor's,2,5.424464334147003e-4
Quebec,1,ages45to54,"$75,000 to $99,999",No Highschool,2,5.424464334147003e-4
Quebec,1,ages45to54,"$75,000 to $99,999",Completed Highschool,8,0.0021697857336588013
Quebec,1,ages45to54,"$75,000 to $99,999",Some College,15,0.0040683482506102524
Quebec,1,ages45to54,"$75,000 to $99,999",Some University,1,2.7122321670735016e-4
Quebec,1,ages45to54,"$75,000 to $99,999",Bachelor's Degree,12,0.0032546786004882017
Quebec,1,ages45to54,"$75,000 to $99,999",Degree above Bachelor's,2,5.424464334147003e-4
Quebec,1,ages45to54,"$100,000 to $ 124,999",No Highschool,0,0
Quebec,1,ages45to54,"$100,000 to $ 124,999",Completed Highschool,1,2.7122321670735016e-4
Quebec,1,ages45to54,"$100,000 to $ 124,999",Some College,8,0.0021697857336588013
Quebec,1,ages45to54,"$100,000 to $ 124,999",Some University,3,8.136696501220504e-4
Quebec,1,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,2,5.424464334147003e-4
Quebec,1,ages45to54,"$100,000 to $ 124,999",Degree above Bachelor's,2,5.424464334147003e-4
Quebec,1,ages45to54,"$125,000 and more",No Highschool,0,0
Quebec,1,ages45to54,"$125,000 and more",Completed Highschool,1,2.7122321670735016e-4
Quebec,1,ages45to54,"$125,000 and more",Some College,6,0.0016273393002441008
Quebec,1,ages45to54,"$125,000 and more",Some University,0,0
Quebec,1,ages45to54,"$125,000 and more",Bachelor's Degree,6,0.0016273393002441008
Quebec,1,ages45to54,"$125,000 and more",Degree above Bachelor's,7,0.001898562516951451
Saskatchewan,0,ages45to54,"Less than $25,000",No Highschool,2,0.0018165304268846503
Saskatchewan,0,ages45to54,"Less than $25,000",Completed Highschool,4,0.0036330608537693005
Saskatchewan,0,ages45to54,"Less than $25,000",Some College,7,0.006357856494096276
Saskatchewan,0,ages45to54,"Less than $25,000",Some University,1,9.082652134423251e-4
Saskatchewan,0,ages45to54,"Less than $25,000",Bachelor's Degree,1,9.082652134423251e-4
Saskatchewan,0,ages45to54,"Less than $25,000",Degree above Bachelor's,1,9.082652134423251e-4
Saskatchewan,0,ages45to54,"$25,000 to $49,999",No Highschool,3,0.0027247956403269754
Saskatchewan,0,ages45to54,"$25,000 to $49,999",Completed Highschool,8,0.007266121707538601
Saskatchewan,0,ages45to54,"$25,000 to $49,999",Some College,11,0.009990917347865577
Saskatchewan,0,ages45to54,"$25,000 to $49,999",Some University,1,9.082652134423251e-4
Saskatchewan,0,ages45to54,"$25,000 to $49,999",Bachelor's Degree,3,0.0027247956403269754
Saskatchewan,0,ages45to54,"$25,000 to $49,999",Degree above Bachelor's,0,0
Saskatchewan,0,ages45to54,"$50,000 to $74,999",No Highschool,0,0
Saskatchewan,0,ages45to54,"$50,000 to $74,999",Completed Highschool,3,0.0027247956403269754
Saskatchewan,0,ages45to54,"$50,000 to $74,999",Some College,5,0.004541326067211626
Saskatchewan,0,ages45to54,"$50,000 to $74,999",Some University,1,9.082652134423251e-4
Saskatchewan,0,ages45to54,"$50,000 to $74,999",Bachelor's Degree,5,0.004541326067211626
Saskatchewan,0,ages45to54,"$50,000 to $74,999",Degree above Bachelor's,0,0
Saskatchewan,0,ages45to54,"$75,000 to $99,999",No Highschool,0,0
Saskatchewan,0,ages45to54,"$75,000 to $99,999",Completed Highschool,0,0
Saskatchewan,0,ages45to54,"$75,000 to $99,999",Some College,4,0.0036330608537693005
Saskatchewan,0,ages45to54,"$75,000 to $99,999",Some University,3,0.0027247956403269754
Saskatchewan,0,ages45to54,"$75,000 to $99,999",Bachelor's Degree,0,0
Saskatchewan,0,ages45to54,"$75,000 to $99,999",Degree above Bachelor's,1,9.082652134423251e-4
Saskatchewan,0,ages45to54,"$100,000 to $ 124,999",No Highschool,0,0
Saskatchewan,0,ages45to54,"$100,000 to $ 124,999",Completed Highschool,0,0
Saskatchewan,0,ages45to54,"$100,000 to $ 124,999",Some College,1,9.082652134423251e-4
Saskatchewan,0,ages45to54,"$100,000 to $ 124,999",Some University,0,0
Saskatchewan,0,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,2,0.0018165304268846503
Saskatchewan,0,ages45to54,"$100,000 to $ 124,999",Degree above Bachelor's,0,0
Saskatchewan,0,ages45to54,"$125,000 and more",No Highschool,0,0
Saskatchewan,0,ages45to54,"$125,000 and more",Completed Highschool,0,0
Saskatchewan,0,ages45to54,"$125,000 and more",Some College,0,0
Saskatchewan,0,ages45to54,"$125,000 and more",Some University,0,0
Saskatchewan,0,ages45to54,"$125,000 and more",Bachelor's Degree,0,0
Saskatchewan,0,ages45to54,"$125,000 and more",Degree above Bachelor's,1,9.082652134423251e-4
Saskatchewan,1,ages45to54,"Less than $25,000",No Highschool,3,0.0027247956403269754
Saskatchewan,1,ages45to54,"Less than $25,000",Completed Highschool,9,0.008174386920980926
Saskatchewan,1,ages45to54,"Less than $25,000",Some College,0,0
Saskatchewan,1,ages45to54,"Less than $25,000",Some University,0,0
Saskatchewan,1,ages45to54,"Less than $25,000",Bachelor's Degree,0,0
Saskatchewan,1,ages45to54,"Less than $25,000",Degree above Bachelor's,1,9.082652134423251e-4
Saskatchewan,1,ages45to54,"$25,000 to $49,999",No Highschool,3,0.0027247956403269754
Saskatchewan,1,ages45to54,"$25,000 to $49,999",Completed Highschool,3,0.0027247956403269754
Saskatchewan,1,ages45to54,"$25,000 to $49,999",Some College,7,0.006357856494096276
Saskatchewan,1,ages45to54,"$25,000 to $49,999",Some University,1,9.082652134423251e-4
Saskatchewan,1,ages45to54,"$25,000 to $49,999",Bachelor's Degree,4,0.0036330608537693005
Saskatchewan,1,ages45to54,"$25,000 to $49,999",Degree above Bachelor's,0,0
Saskatchewan,1,ages45to54,"$50,000 to $74,999",No Highschool,0,0
Saskatchewan,1,ages45to54,"$50,000 to $74,999",Completed Highschool,6,0.005449591280653951
Saskatchewan,1,ages45to54,"$50,000 to $74,999",Some College,5,0.004541326067211626
Saskatchewan,1,ages45to54,"$50,000 to $74,999",Some University,1,9.082652134423251e-4
Saskatchewan,1,ages45to54,"$50,000 to $74,999",Bachelor's Degree,0,0
Saskatchewan,1,ages45to54,"$50,000 to $74,999",Degree above Bachelor's,0,0
Saskatchewan,1,ages45to54,"$75,000 to $99,999",No Highschool,0,0
Saskatchewan,1,ages45to54,"$75,000 to $99,999",Completed Highschool,2,0.0018165304268846503
Saskatchewan,1,ages45to54,"$75,000 to $99,999",Some College,3,0.0027247956403269754
Saskatchewan,1,ages45to54,"$75,000 to $99,999",Some University,0,0
Saskatchewan,1,ages45to54,"$75,000 to $99,999",Bachelor's Degree,2,0.0018165304268846503
Saskatchewan,1,ages45to54,"$75,000 to $99,999",Degree above Bachelor's,0,0
Saskatchewan,1,ages45to54,"$100,000 to $ 124,999",No Highschool,0,0
Saskatchewan,1,ages45to54,"$100,000 to $ 124,999",Completed Highschool,0,0
Saskatchewan,1,ages45to54,"$100,000 to $ 124,999",Some College,2,0.0018165304268846503
Saskatchewan,1,ages45to54,"$100,000 to $ 124,999",Some University,0,0
Saskatchewan,1,ages45to54,"$100,000 to $ 124,999",Bachelor's Degree,1,9.082652134423251e-4
Saskatchewan,1,ages45to54,"$100,000 to $ 124,999",Degree above Bachelor's,1,9.082652134423251e-4
Saskatchewan,1,ages45to54,"$125,000 and more",No Highschool,0,0
Saskatchewan,1,ages45to54,"$125,000 and more",Completed Highschool,1,9.082652134423251e-4
Saskatchewan,1,ages45to54,"$125,000 and more",Some College,4,0.0036330608537693005
Saskatchewan,1,ages45to54,"$125,000 and more",Some University,0,0
Saskatchewan,1,ages45to54,"$125,000 and more",Bachelor's Degree,3,0.0027247956403269754
Saskatchewan,1,ages45to54,"$125,000 and more",Degree above Bachelor's,0,0
Alberta,0,ages55to64,"Less than $25,000",No Highschool,6,0.0035949670461354103
Alberta,0,ages55to64,"Less than $25,000",Completed Highschool,22,0.013181545835829839
Alberta,0,ages55to64,"Less than $25,000",Some College,10,0.005991611743559017
Alberta,0,ages55to64,"Less than $25,000",Some University,2,0.0011983223487118035
Alberta,0,ages55to64,"Less than $25,000",Bachelor's Degree,2,0.0011983223487118035
Alberta,0,ages55to64,"Less than $25,000",Degree above Bachelor's,1,5.991611743559018e-4
Alberta,0,ages55to64,"$25,000 to $49,999",No Highschool,2,0.0011983223487118035
Alberta,0,ages55to64,"$25,000 to $49,999",Completed Highschool,25,0.014979029358897543
Alberta,0,ages55to64,"$25,000 to $49,999",Some College,19,0.011384062312762133
Alberta,0,ages55to64,"$25,000 to $49,999",Some University,3,0.0017974835230677051
Alberta,0,ages55to64,"$25,000 to $49,999",Bachelor's Degree,3,0.0017974835230677051
Alberta,0,ages55to64,"$25,000 to $49,999",Degree above Bachelor's,1,5.991611743559018e-4
Alberta,0,ages55to64,"$50,000 to $74,999",No Highschool,1,5.991611743559018e-4
Alberta,0,ages55to64,"$50,000 to $74,999",Completed Highschool,11,0.006590772917914919
Alberta,0,ages55to64,"$50,000 to $74,999",Some College,11,0.006590772917914919
Alberta,0,ages55to64,"$50,000 to $74,999",Some University,1,5.991611743559018e-4
Alberta,0,ages55to64,"$50,000 to $74,999",Bachelor's Degree,10,0.005991611743559017
Alberta,0,ages55to64,"$50,000 to $74,999",Degree above Bachelor's,5,0.0029958058717795086
Alberta,0,ages55to64,"$75,000 to $99,999",No Highschool,0,0
Alberta,0,ages55to64,"$75,000 to $99,999",Completed Highschool,0,0
Alberta,0,ages55to64,"$75,000 to $99,999",Some College,7,0.004194128220491312
Alberta,0,ages55to64,"$75,000 to $99,999",Some University,2,0.0011983223487118035
Alberta,0,ages55to64,"$75,000 to $99,999",Bachelor's Degree,6,0.0035949670461354103
Alberta,0,ages55to64,"$75,000 to $99,999",Degree above Bachelor's,1,5.991611743559018e-4
Alberta,0,ages55to64,"$100,000 to $ 124,999",No Highschool,1,5.991611743559018e-4
Alberta,0,ages55to64,"$100,000 to $ 124,999",Completed Highschool,3,0.0017974835230677051
Alberta,0,ages55to64,"$100,000 to $ 124,999",Some College,3,0.0017974835230677051
Alberta,0,ages55to64,"$100,000 to $ 124,999",Some University,2,0.0011983223487118035
Alberta,0,ages55to64,"$100,000 to $ 124,999",Bachelor's Degree,1,5.991611743559018e-4
Alberta,0,ages55to64,"$100,000 to $ 124,999",Degree above Bachelor's,1,5.991611743559018e-4
Alberta,0,ages55to64,"$125,000 and more",No Highschool,0,0
Alberta,0,ages55to64,"$125,000 and more",Completed Highschool,3,0.0017974835230677051
Alberta,0,ages55to64,"$125,000 and more",Some College,1,5.991611743559018e-4
Alberta,0,ages55to64,"$125,000 and more",Some University,0,0
Alberta,0,ages55to64,"$125,000 and more",Bachelor's Degree,1,5.991611743559018e-4
Alberta,0,ages55to64,"$125,000 and more",Degree above Bachelor's,1,5.991611743559018e-4
Alberta,1,ages55to64,"Less than $25,000",No Highschool,10,0.005991611743559017
Alberta,1,ages55to64,"Less than $25,000",Completed Highschool,5,0.0029958058717795086
Alberta,1,ages55to64,"Less than $25,000",Some College,9,0.005392450569203115
Alberta,1,ages55to64,"Less than $25,000",Some University,3,0.0017974835230677051
Alberta,1,ages55to64,"Less than $25,000",Bachelor's Degree,5,0.0029958058717795086
Alberta,1,ages55to64,"Less than $25,000",Degree above Bachelor's,0,0
Alberta,1,ages55to64,"$25,000 to $49,999",No Highschool,4,0.002396644697423607
Alberta,1,ages55to64,"$25,000 to $49,999",Completed Highschool,8,0.004793289394847214
Alberta,1,ages55to64,"$25,000 to $49,999",Some College,5,0.0029958058717795086
Alberta,1,ages55to64,"$25,000 to $49,999",Some University,1,5.991611743559018e-4
Alberta,1,ages55to64,"$25,000 to $49,999",Bachelor's Degree,5,0.0029958058717795086
Alberta,1,ages55to64,"$25,000 to $49,999",Degree above Bachelor's,0,0
Alberta,1,ages55to64,"$50,000 to $74,999",No Highschool,1,5.991611743559018e-4
Alberta,1,ages55to64,"$50,000 to $74,999",Completed Highschool,7,0.004194128220491312
Alberta,1,ages55to64,"$50,000 to $74,999",Some College,14,0.008388256440982624
Alberta,1,ages55to64,"$50,000 to $74,999",Some University,0,0
Alberta,1,ages55to64,"$50,000 to $74,999",Bachelor's Degree,5,0.0029958058717795086
Alberta,1,ages55to64,"$50,000 to $74,999",Degree above Bachelor's,2,0.0011983223487118035
Alberta,1,ages55to64,"$75,000 to $99,999",No Highschool,1,5.991611743559018e-4
Alberta,1,ages55to64,"$75,000 to $99,999",Completed Highschool,4,0.002396644697423607
Alberta,1,ages55to64,"$75,000 to $99,999",Some College,12,0.007189934092270821
Alberta,1,ages55to64,"$75,000 to $99,999",Some University,0,0
Alberta,1,ages55to64,"$75,000 to $99,999",Bachelor's Degree,5,0.0029958058717795086
Alberta,1,ages55to64,"$75,000 to $99,999",Degree above Bachelor's,2,0.0011983223487118035
Alberta,1,ages55to64,"$100,000 to $ 124,999",No Highschool,0,0
Alberta,1,ages55to64,"$100,000 to $ 124,999",Completed Highschool,4,0.002396644697423607
Alberta,1,ages55to64,"$100,000 to $ 124,999",Some College,7,0.004194128220491312
Alberta,1,ages55to64,"$100,000 to $ 124,999",Some University,0,0
Alberta,1,ages55to64,"$100,000 to $ 124,999",Bachelor's Degree,4,0.002396644697423607
Alberta,1,ages55to64,"$100,000 to $ 124,999",Degree above Bachelor's,1,5.991611743559018e-4
Alberta,1,ages55to64,"$125,000 and more",No Highschool,2,0.0011983223487118035
Alberta,1,ages55to64,"$125,000 and more",Completed Highschool,6,0.0035949670461354103
Alberta,1,ages55to64,"$125,000 and more",Some College,8,0.004793289394847214
Alberta,1,ages55to64,"$125,000 and more",Some University,1,5.991611743559018e-4
Alberta,1,ages55to64,"$125,000 and more",Bachelor's Degree,3,0.0017974835230677051
Alberta,1,ages55to64,"$125,000 and more",Degree above Bachelor's,8,0.004793289394847214
British Columbia,0,ages55to64,"Less than $25,000",No Highschool,7,0.002875924404272802
British Columbia,0,ages55to64,"Less than $25,000",Completed Highschool,32,0.01314708299096138
British Columbia,0,ages55to64,"Less than $25,000",Some College,36,0.014790468364831553
British Columbia,0,ages55to64,"Less than $25,000",Some University,2,8.216926869350862e-4
British Columbia,0,ages55to64,"Less than $25,000",Bachelor's Degree,20,0.008216926869350863
British Columbia,0,ages55to64,"Less than $25,000",Degree above Bachelor's,7,0.002875924404272802
British Columbia,0,ages55to64,"$25,000 to $49,999",No Highschool,6,0.0024650780608052587
British Columbia,0,ages55to64,"$25,000 to $49,999",Completed Highschool,23,0.009449465899753493
British Columbia,0,ages55to64,"$25,000 to $49,999",Some College,36,0.014790468364831553
British Columbia,0,ages55to64,"$25,000 to $49,999",Some University,3,0.0012325390304026294
British Columbia,0,ages55to64,"$25,000 to $49,999",Bachelor's Degree,12,0.0049301561216105174
British Columbia,0,ages55to64,"$25,000 to $49,999",Degree above Bachelor's,5,0.002054231717337716
British Columbia,0,ages55to64,"$50,000 to $74,999",No Highschool,2,8.216926869350862e-4
British Columbia,0,ages55to64,"$50,000 to $74,999",Completed Highschool,7,0.002875924404272802
British Columbia,0,ages55to64,"$50,000 to $74,999",Some College,8,0.003286770747740345
British Columbia,0,ages55to64,"$50,000 to $74,999",Some University,2,8.216926869350862e-4
British Columbia,0,ages55to64,"$50,000 to $74,999",Bachelor's Degree,10,0.004108463434675432
